,Movie_ID,Rev_ID,Sen_ID,Word,POS,aspect_category
3,tt0033045,2105,1,World Depression Era Prague,noun,?
8,tt0033045,2105,1,story,noun,?
12,tt0033045,2105,1,store clerk who,noun,?
16,tt0033045,2105,1,love,noun,?
19,tt0033045,2105,1,mystery woman,noun,?
26,tt0033045,2105,1,letters,noun,?
33,tt0033045,2105,1,mystery woman,noun,?
35,tt0033045,2105,1,none,noun,?
39,tt0033045,2105,1,sales girl,noun,?
41,tt0033045,2105,1,his shop,noun,?
51,tt0033045,2105,1,colleague,noun,?
56,tt0033045,2105,2,twist,noun,?
58,tt0033045,2105,2,owner,noun,?
64,tt0033045,2105,2,employee Stewart,noun,?
68,tt0033045,2105,2,affair,noun,?
71,tt0033045,2105,2,owner,noun,?
73,tt0033045,2105,2,wife,noun,?
76,tt0033045,2105,2,Stewart briefly,noun,?
82,tt0033045,2105,2,admission,noun,?
85,tt0033045,2105,2,sales girl,noun,?
88,tt0033045,2105,2,Stewart,noun,cast
94,tt0033045,2105,2,ending,noun,?
99,tt0033045,2105,3,VERY,noun,?
101,tt0033045,2105,3,references,noun,?
103,tt0033045,2105,3,poverty,noun,?
108,tt0033045,2105,3,wife,noun,?
111,tt0033045,2105,3,kids,noun,?
121,tt0033045,2105,3,indication,noun,?
125,tt0033045,2105,3,objects,noun,?
127,tt0033045,2105,3,pleasure,noun,?
132,tt0033045,2105,3,cigar box,noun,?
137,tt0033045,2105,3,reach,noun,?
140,tt0033045,2105,3,people,noun,?
142,tt0033045,2105,3,enjoyment,noun,?
145,tt0033045,2105,3,film,noun,?
156,tt0033045,2105,3,re,noun,?
162,tt0033045,2105,3,"Mail""",noun,?
166,tt0033045,2105,4,re,noun,?
169,tt0033045,2105,4,Tom Hanks,noun,?
171,tt0033045,2105,4,Meg Ryan,noun,?
175,tt0033045,2105,4,odds,noun,?
178,tt0033045,2105,4,chain,noun,?
180,tt0033045,2105,4,events,noun,?
186,tt0033045,2105,4,viewer,noun,?
188,tt0033045,2105,4,intelligence,noun,?
194,tt0033045,2105,5,Shop Around,noun,?
196,tt0033045,2105,5,Corner,noun,?
201,tt0033045,2105,5,stroll,noun,?
203,tt0033045,2105,5,memory lane,noun,?
215,tt0033045,2105,5,time,noun,?
217,tt0033045,2105,5,place,noun,?
221,tt0033045,2105,5,novelist,noun,?
223,tt0033045,2105,5,Utopia,noun,?
225,tt0033045,2105,6,Lovers,noun,?
227,tt0033045,2105,6,Classic Romantic Comedies,noun,?
231,tt0033045,2105,6,picture,noun,?
237,tt0033045,2106,1,comedies,noun,?
249,tt0033045,2106,2,anything,noun,?
255,tt0033045,2106,2,sale,noun,?
258,tt0033045,2106,2,music box,noun,?
263,tt0033045,2106,2,my breath,noun,?
265,tt0033045,2106,2,excitement,noun,?
267,tt0033045,2106,3,Margaret Sullavan,noun,cast
271,tt0033045,2106,3,saleswoman,noun,?
276,tt0033045,2106,3,James Stewart,noun,cast
287,tt0033045,2106,4,movie,noun,?
293,tt0033045,2106,4,Frank Morgan,noun,cast
297,tt0033045,2106,4,performance,noun,?
303,tt0033045,2106,4,Wizard,noun,?
305,tt0033045,2106,4,Oz,noun,?
309,tt0033045,2106,4,Tortilla Flat,noun,?
312,tt0033045,2106,4,his belt,noun,?
318,tt0033045,2106,4,lot,noun,?
321,tt0033045,2106,5,way,noun,?
325,tt0033045,2106,5,Christmas dinner partner,noun,?
330,tt0033045,2106,5,joy,noun,?
332,tt0033045,2106,6,Director Ernst Lubitsch,noun,?
337,tt0033045,2106,6,Trouble,noun,?
339,tt0033045,2106,6,Paradise,noun,?
346,tt0033045,2106,6,one,noun,?
352,tt0033045,2106,6,triumph,noun,?
359,tt0033045,2106,7,dialogue,noun,?
361,tt0033045,2106,7,movies,noun,?
374,tt0033045,2107,1,movie,noun,?
377,tt0033045,2107,1,bunch,noun,?
380,tt0033045,2107,1,LaserDiscs,noun,?
382,tt0033045,2107,1,eBay,noun,?
389,tt0033045,2107,2,war,noun,?
391,tt0033045,2107,2,action movies,noun,?
397,tt0033045,2107,2,comedies,noun,?
404,tt0033045,2107,3,today,noun,?
407,tt0033045,2107,3,FX films,noun,?
410,tt0033045,2107,3,gloss,noun,?
417,tt0033045,2107,3,Shop,noun,?
420,tt0033045,2107,3,Corner,noun,?
424,tt0033045,2107,3,evening,noun,?
431,tt0033045,2107,4,movie,noun,?
435,tt0033045,2107,4,characters,noun,?
438,tt0033045,2107,4,lot,noun,?
440,tt0033045,2107,4,decency,noun,?
444,tt0033045,2107,5,nothing,noun,?
452,tt0033045,2107,6,Mr.,noun,?
453,tt0033045,2107,7,Matuschek,noun,?
455,tt0033045,2107,7,example,noun,?
462,tt0033045,2107,7,his wife,noun,?
472,tt0033045,2107,7,employees,noun,?
484,tt0033045,2107,8,humiliation,noun,?
493,tt0033045,2107,8,character,noun,?
495,tt0033045,2107,8,Stewart,noun,cast
500,tt0033045,2107,9,example,noun,?
505,tt0033045,2107,10,focus,noun,?
508,tt0033045,2107,10,movie,noun,?
513,tt0033045,2107,10,plot,noun,?
524,tt0033045,2107,11,lot,noun,?
529,tt0033045,2107,12,Notting Hill,noun,?
534,tt0033045,2107,12,Shop,noun,?
537,tt0033045,2107,12,corner,noun,?
540,tt0033045,2107,12,fact,noun,?
542,tt0033045,2107,12,Hugh Grant,noun,?
546,tt0033045,2107,12,lot,noun,?
548,tt0033045,2107,12,Jimmy Stewart,noun,?
557,tt0033045,2108,1,film,noun,?
561,tt0033045,2108,1,workers,noun,?
565,tt0033045,2108,1,shop James Stewart,noun,?
567,tt0033045,2108,1,Margaret Sullavan who,noun,?
572,tt0033045,2108,1,romance,noun,?
574,tt0033045,2108,1,mailbox,noun,?
583,tt0033045,2108,2,key,noun,?
586,tt0033045,2108,2,film,noun,?
588,tt0033045,2108,2,success,noun,?
591,tt0033045,2108,2,Ernst Lubitsch,noun,directing
594,tt0033045,2108,2,syrupy sentimentality,noun,?
599,tt0033045,2108,2,his actors,noun,?
603,tt0033045,2108,2,key,noun,?
606,tt0033045,2108,2,performances,noun,?
610,tt0033045,2108,3,result,noun,?
615,tt0033045,2108,3,love,noun,?
626,tt0033045,2108,4,undercurrent,noun,?
628,tt0033045,2108,4,melancholy,noun,?
